State,District,Taluka/Tehsil,Latitude,Longitude
None,None,Athmalgola,25.453326324557526,85.59689413377076
None,None,Athmallik,20.73838383402884,84.54221983768667
None,None,Athner,21.550597053302194,77.85733675008306
None,None,Athni,16.75195788692079,75.12685376230091
None,None,Atholi (Paddar),33.3281222368674,76.31891766548117
None,None,Athoor,10.271317445539283,77.81973864145601
None,None,Atlur,14.561038016113415,79.00118497975241
None,None,Atmakur,14.631893936004344,79.55921074944621
None,None,Atmakur,14.624578706155804,77.40308547014611
None,None,Atmakur,15.852396653206146,78.68182771081437
None,None,Atmakur,16.297657403127538,77.82859534606477
None,None,Atmakur (M),17.46856856011627,79.16217228739725
None,None,Atmakur (S),17.284391791780507,79.6660655037514
None,None,Atoizu,26.099302701788474,94.49213332035312
None,None,Atpadi,17.404636327770532,74.86720302138238
None,None,Atrauli,27.987331570103258,78.40201473369079
None,None,Atreyapuram,16.855735115660572,81.78162082963131
None,None,Atri,24.907401901283677,85.20120489765256
None,None,Atru,24.828718328055412,76.58687902517681
None,None,Attabira,21.44449477277711,83.76962303687831
None,None,Attili,16.683228371979105,81.59204841617141
None,None,Attur,11.586804305477893,78.64462076898828
None,None,Aundha (Nagnath),19.555411702475748,77.03065905182741
None,None,Aurad,18.210063241505985,77.44774947645921
None,None,Aurai,26.30991723059341,85.54343768885381
None,None,Aurai,25.291245907354238,82.56802750078951
None,None,Auraiya,26.516822628690264,79.46408895402405
None,None,Aurangabad,24.794812552469963,84.42370693595844
None,None,Aurangabad,19.878343463400057,75.4453579495306
None,None,Ausa,18.18495987601376,76.50016219444841
None,None,Ausgram - I,23.49181472894613,87.69499822825406
None,None,Ausgram - Ii,23.506740253258062,87.58409553883382
None,None,Aut,31.762231992803294,77.1466785864184
None,None,Avadi,13.16235927611254,80.07785038117058
None,None,Avanashi,11.229739438423993,77.25425847973654
None,None,Avanigadda,15.995358283423423,80.93261344836779
None,None,Avudayarkoil,9.996330695740118,79.05389539780086
None,None,Awantipora,34.02243037075284,74.96760592866663
None,None,Awantipur Badodiya,23.189230350433704,76.59396996461561
None,None,Azamgarh,26.003585118077947,83.22753940660611
None,None,Azamnagar,25.544978476750238,87.83500776557281
None,None,Azara,26.111315335551506,91.62806376031584
None,None,B Pochampally,17.355635900241648,78.83818136335728
